:GT2K_LOG,2
:LOGGING_ID,6
:LOGGING_NAME,"Dryer1Fire"
:SERIAL_ID,23
:DEVICE_NUM,8
:RECORD_NUM,3600
:DATE_ORDER,YYYY/MM/DD hh:mm:ss
:LOCAL_TIME,GMT 00:00
:TIME_INF_ORDER,L
:DEV_COMMENT,"ÑBÑ|ÑpÑwÑ~ÑÄÑÉÑÑÑé ÑÉÑçÑÇÑéÑë","ÑBÑÑÑÄÑÇ ÑtÑÖÑÑÑéÑu","ÑSÑuÑ}ÑÅ. Ñr ÑqÑÄÑÇÑÄÑrÑu","ÑSÑuÑ}ÑÅ. Ñr ÑÑ-ÑsÑuÑ~","ÑQÑpÑxÑÇ. Ñr ÑÑÑÄÑÅÑ{Ñu","ÑYÑyÑqÑuÑÇ 0-100%","ÑPÑÄÑtÑpÑâÑp ÑÑÑÄÑÅÑ|ÑyÑrÑp","ÑPÑÄÑtÑpÑâÑp ÑrÑÄÑxÑtÑÖÑáÑp"
:DEV_TYPE,REAL,REAL,REAL,REAL,REAL,BIN16,REAL,REAL
:DISP_TYPE,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,REAL_FIX,DEC,REAL_FIX,REAL_FIX
:DEV_SIZE,2,2,2,2,2,1,2,2
2020/01/04 18:12:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:12:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:12:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:12:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:12:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:13:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:13:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:13:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:13:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:13:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:13:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:14:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:14:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:14:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:14:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:14:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:14:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:15:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:15:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:15:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:15:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:15:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:15:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:16:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:16:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:16:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:16:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:16:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:16:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:17:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:17:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:17:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:17:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:17:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:17:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:18:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:18:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:18:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:18:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:18:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:18:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:19:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:19:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:19:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:19:35,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:19:45,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:19:55,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:20:05,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:20:15,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:20:25,  49.50,  0.0,  61, 137, -0.01,  0,   0.00,   0.00
2020/01/04 18:20:35,  49.50,  0.0,  61, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:20:45,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:20:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:21:05,  49.50,  0.0,  61, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:21:15,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:21:25,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:21:35,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:21:45,  49.50,  0.0,  61, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:21:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:22:05,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:22:15,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:22:25,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:22:35,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:22:45,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:22:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:23:05,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:23:15,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:23:25,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:23:35,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:23:45,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:23:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:24:05,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:24:15,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:24:25,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:24:35,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:24:45,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:24:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:25:05,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:25:15,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:25:25,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:25:35,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:25:45,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:25:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:26:05,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:26:15,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:26:25,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:26:35,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:26:45,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
2020/01/04 18:26:55,  49.50,  0.0,  60, 136, -0.01,  0,   0.00,   0.00
